# BUSCO version is: 5.4.5 
# The lineage dataset is: apicomplexa_odb10 (Creation date: 2020-09-10, number of genomes: 54, number of BUSCOs: 446)
# Busco id	Status	Sequence	Score	Length	OrthoDB url	Description
20427at5794	Complete	2266_g	372.9	195	https://www.orthodb.org/v10?query=20427at5794	RNA recognition motif domain
20436at5794	Complete	269_g	277.7	180	https://www.orthodb.org/v10?query=20436at5794	Integral membrane protein, putative
20882at5794	Complete	3115_g	199.9	185	https://www.orthodb.org/v10?query=20882at5794	Syntaxin 5
20983at5794	Fragmented	1651_g	86.1	83	https://www.orthodb.org/v10?query=20983at5794	Methyltransferase domain protein
20986at5794	Missing
21092at5794	Missing
21124at5794	Complete	2750_g	322.8	172	https://www.orthodb.org/v10?query=21124at5794	Ribosomal protein L10e/L16
21158at5794	Complete	3574_g	196.7	152	https://www.orthodb.org/v10?query=21158at5794	Translation initiation factor 4E
21312at5794	Complete	370_g	182.1	195	https://www.orthodb.org/v10?query=21312at5794	zinc finger (C-x8-C-x5-C-x3-H)-2, putative
21351at5794	Missing
21375at5794	Complete	3715_g	385.4	551	https://www.orthodb.org/v10?query=21375at5794	Cactin
21423at5794	Complete	3102_g	273.9	317	https://www.orthodb.org/v10?query=21423at5794	Step II splicing factor slu7, putative
21482at5794	Missing
21522at5794	Missing
21541at5794	Missing
21717at5794	Complete	2138_g	267.1	345	https://www.orthodb.org/v10?query=21717at5794	Zinc finger, CCCH-type
21843at5794	Missing
21882at5794	Missing
21956at5794	Complete	553_g	228.4	163	https://www.orthodb.org/v10?query=21956at5794	Proteasome subunit beta type
21963at5794	Complete	1319_g	139.2	171	https://www.orthodb.org/v10?query=21963at5794	Ribosome assembly factor mrt4
22083at5794	Complete	2432_g	218.2	151	https://www.orthodb.org/v10?query=22083at5794	TATA-box-binding protein
22116at5794	Fragmented	3447_g	157.1	112	https://www.orthodb.org/v10?query=22116at5794	Eukaryotic translation initiation factor 3 subunit G
22202at5794	Complete	1404_g	350.6	185	https://www.orthodb.org/v10?query=22202at5794	GTP-binding nuclear protein
22217at5794	Complete	1886_g	211.5	163	https://www.orthodb.org/v10?query=22217at5794	mRNA cleavage factor-like protein, putative
22257at5794	Missing
22305at5794	Complete	161_g	182.2	260	https://www.orthodb.org/v10?query=22305at5794	Ubiquitin family protein
22346at5794	Complete	3065_g	230.2	140	https://www.orthodb.org/v10?query=22346at5794	Ribosomal protein L13
22440at5794	Missing
22503at5794	Complete	592_g	173.7	198	https://www.orthodb.org/v10?query=22503at5794	Syntaxin, putative
22689at5794	Complete	694_g	316.1	169	https://www.orthodb.org/v10?query=22689at5794	Ribosomal protein
22709at5794	Missing
22800at5794	Complete	214_g	459.6	267	https://www.orthodb.org/v10?query=22800at5794	Cytosolic Fe-S cluster assembly factor NUBP1 homolog
22820at5794	Complete	604_g	169.2	146	https://www.orthodb.org/v10?query=22820at5794	Vesicle-associated membrane protein
22835at5794	Complete	2251_g	253.8	231	https://www.orthodb.org/v10?query=22835at5794	Acetyltransferase domain-containing protein, putative
22891at5794	Complete	1186_g	425.3	496	https://www.orthodb.org/v10?query=22891at5794	RNA recognition motif domain
22904at5794	Complete	1261_g	244.5	157	https://www.orthodb.org/v10?query=22904at5794	Vacuolar protein sorting-associated protein 29
22905at5794	Complete	3122_g	260.2	185	https://www.orthodb.org/v10?query=22905at5794	Adenylate kinase
22915at5794	Missing
22988at5794	Complete	3629_g	303.0	178	https://www.orthodb.org/v10?query=22988at5794	14-3-3 protein
23020at5794	Missing
23091at5794	Complete	2068_g	142.4	178	https://www.orthodb.org/v10?query=23091at5794	XPC-binding domain
23142at5794	Complete	2286_g	133.8	145	https://www.orthodb.org/v10?query=23142at5794	Pyridoxal phosphate homeostasis protein
23183at5794	Missing
23187at5794	Complete	194_g	255.2	167	https://www.orthodb.org/v10?query=23187at5794	K homology domain superfamily, prokaryotic type
23355at5794	Missing
23425at5794	Missing
23426at5794	Missing
23475at5794	Complete	2626_g	88.6	145	https://www.orthodb.org/v10?query=23475at5794	Ribosome biogenesis regulatory protein
23514at5794	Missing
23515at5794	Complete	1460_g	118.3	335	https://www.orthodb.org/v10?query=23515at5794	Transcription elongation factor S-II
23873at5794	Missing
24023at5794	Complete	1249_g	97.4	173	https://www.orthodb.org/v10?query=24023at5794	60S ribosome subunit biogenesis protein NIP7 homolog
24024at5794	Complete	19_g	116.7	92	https://www.orthodb.org/v10?query=24024at5794	Ribosomal protein L18e/L15P
24078at5794	Fragmented	2627_g	284.0	137	https://www.orthodb.org/v10?query=24078at5794	Ribosomal protein S7 domain
24161at5794	Complete	3306_g	144.9	176	https://www.orthodb.org/v10?query=24161at5794	60S ribosomal protein L13
24264at5794	Missing
24268at5794	Missing
24292at5794	Complete	2245_g	202.4	138	https://www.orthodb.org/v10?query=24292at5794	RNA polymerase Rpb7-like, N-terminal domain superfamily
24395at5794	Complete	84_g	224.0	119	https://www.orthodb.org/v10?query=24395at5794	Ribosomal protein L5
24506at5794	Fragmented	250_g	96.4	95	https://www.orthodb.org/v10?query=24506at5794	synaptobrevin family protein
24670at5794	Missing
24759at5794	Complete	679_g	207.7	168	https://www.orthodb.org/v10?query=24759at5794	tRNA (adenine(58)-N(1))-methyltransferase
24788at5794	Complete	2918_g	290.2	164	https://www.orthodb.org/v10?query=24788at5794	RNA-binding S4 domain
24890at5794	Missing
24900at5794	Complete	2974_g	242.6	150	https://www.orthodb.org/v10?query=24900at5794	Ribosomal protein L15
25017at5794	Missing
25046at5794	Missing
25055at5794	Complete	20_g	192.2	125	https://www.orthodb.org/v10?query=25055at5794	60S ribosomal protein L18a
25201at5794	Complete	1525_g	189.0	150	https://www.orthodb.org/v10?query=25201at5794	40S ribosomal protein S7
25213at5794	Complete	464_g	254.1	178	https://www.orthodb.org/v10?query=25213at5794	Nucleosome assembly protein
25322at5794	Complete	2908_g	306.7	347	https://www.orthodb.org/v10?query=25322at5794	Aspartic peptidase, DDI1-type
25452at5794	Missing
25455at5794	Missing
25523at5794	Complete	353_g	134.9	136	https://www.orthodb.org/v10?query=25523at5794	Adenylate cyclase-associated CAP, C-terminal
25569at5794	Complete	2080_g	199.3	144	https://www.orthodb.org/v10?query=25569at5794	Translationally controlled tumour protein
25624at5794	Complete	466_g	277.4	138	https://www.orthodb.org/v10?query=25624at5794	Ubiquitin-conjugating enzyme e2, putative
25724at5794	Complete	2007_g	189.9	247	https://www.orthodb.org/v10?query=25724at5794	DnaJ domain
25750at5794	Missing
25788at5794	Missing
25789at5794	Complete	3600_g	244.2	153	https://www.orthodb.org/v10?query=25789at5794	Ribosomal protein L6, alpha-beta domain
25853at5794	Missing
25859at5794	Missing
25958at5794	Complete	3501_g	320.0	191	https://www.orthodb.org/v10?query=25958at5794	Uracil-DNA glycosylase
26001at5794	Complete	2438_g	171.7	123	https://www.orthodb.org/v10?query=26001at5794	Profilin
26139at5794	Missing
26161at5794	Complete	632_g	234.9	217	https://www.orthodb.org/v10?query=26161at5794	Exosome complex component RRP4, putative
26277at5794	Complete	2698_g	220.4	133	https://www.orthodb.org/v10?query=26277at5794	Ribosomal protein S19e
26300at5794	Missing
26364at5794	Complete	2793_g	242.5	188	https://www.orthodb.org/v10?query=26364at5794	Vacuolar ATP synthase subunit e, putative
26366at5794	Missing
26382at5794	Fragmented	1028_g	179.5	163	https://www.orthodb.org/v10?query=26382at5794	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
26459at5794	Missing
26665at5794	Missing
26728at5794	Missing
26750at5794	Missing
26779at5794	Missing
26893at5794	Complete	2465_g	223.1	133	https://www.orthodb.org/v10?query=26893at5794	Calmodulin
26922at5794	Complete	3660_g	212.8	127	https://www.orthodb.org/v10?query=26922at5794	Ribosomal protein L11, C-terminal
27009at5794	Complete	153_g	159.7	148	https://www.orthodb.org/v10?query=27009at5794	Ribosomal RNA small subunit methyltransferase NEP1, putative
27114at5794	Missing
27160at5794	Missing
27184at5794	Fragmented	1025_g	175.3	119	https://www.orthodb.org/v10?query=27184at5794	Methyltransferase
27220at5794	Complete	3052_g	205.6	269	https://www.orthodb.org/v10?query=27220at5794	Eukaryotic initiation factor-2B gamma subunit, putative
27281at5794	Complete	282_g	117.9	177	https://www.orthodb.org/v10?query=27281at5794	Nuclear movement domain-containing protein, putative
27293at5794	Complete	445_g	224.9	127	https://www.orthodb.org/v10?query=27293at5794	Mitochondrial import inner membrane translocase subunit tim17, putative
27360at5794	Missing
27384at5794	Complete	1641_g	206.8	98	https://www.orthodb.org/v10?query=27384at5794	Thioredoxin-like protein 4A
27388at5794	Complete	600_g	193.0	115	https://www.orthodb.org/v10?query=27388at5794	Ribosomal protein S5 domain 2-type fold
27413at5794	Missing
27522at5794	Missing
27590at5794	Fragmented	3392_g	91.0	65	https://www.orthodb.org/v10?query=27590at5794	Nuclear transport factor 2
27650at5794	Complete	189_g	226.9	132	https://www.orthodb.org/v10?query=27650at5794	Ribosomal protein S12/S23
27818at5794	Complete	2387_g	104.1	100	https://www.orthodb.org/v10?query=27818at5794	Nascent polypeptide-associated complex alpha chain, putative
27931at5794	Complete	1785_g	142.7	111	https://www.orthodb.org/v10?query=27931at5794	Ribosomal protein S8
27960at5794	Missing
28228at5794	Complete	2550_g	230.5	126	https://www.orthodb.org/v10?query=28228at5794	Ribosomal protein S19
28230at5794	Missing
28413at5794	Missing
28469at5794	Missing
28533at5794	Missing
28591at5794	Missing
28621at5794	Missing
28815at5794	Missing
28878at5794	Missing
29094at5794	Missing
29301at5794	Complete	83_g	175.6	93	https://www.orthodb.org/v10?query=29301at5794	Ribosomal protein S10, putative
29314at5794	Fragmented	3624_g	96.4	63	https://www.orthodb.org/v10?query=29314at5794	Ribosomal protein L23/L15e core domain superfamily
29354at5794	Complete	644_g	139.4	92	https://www.orthodb.org/v10?query=29354at5794	Ribosomal protein S10
29369at5794	Complete	416_g	224.3	131	https://www.orthodb.org/v10?query=29369at5794	Histone H2A
29437at5794	Missing
29462at5794	Missing
29541at5794	Missing
29618at5794	Missing
29664at5794	Complete	3705_g	158.8	108	https://www.orthodb.org/v10?query=29664at5794	Translation initiation factor eIF-1A
29816at5794	Missing
29885at5794	Complete	761_g	127.1	98	https://www.orthodb.org/v10?query=29885at5794	40S ribosomal protein S24
29908at5794	Missing
29916at5794	Missing
30068at5794	Complete	3127_g	109.4	111	https://www.orthodb.org/v10?query=30068at5794	60S ribosomal protein L24, putative
30196at5794	Fragmented	190_g	137.9	86	https://www.orthodb.org/v10?query=30196at5794	40S ribosomal protein S12
30292at5794	Missing
30326at5794	Missing
30416at5794	Missing
30605at5794	Complete	3222_g	109.5	70	https://www.orthodb.org/v10?query=30605at5794	60S ribosomal protein L36
30772at5794	Missing
30944at5794	Fragmented	846_g	83.8	85	https://www.orthodb.org/v10?query=30944at5794	Zinc finger, AN1-type
30973at5794	Missing
31115at5794	Missing
31238at5794	Missing
31317at5794	Missing
31454at5794	Missing
31507at5794	Missing
31642at5794	Missing
31823at5794	Missing
31937at5794	Missing
31976at5794	Missing
32130at5794	Missing
32138at5794	Missing
32168at5794	Complete	284_g	157.8	74	https://www.orthodb.org/v10?query=32168at5794	Splicing factor subunit
32173at5794	Missing
32542at5794	Missing
32593at5794	Missing
32865at5794	Complete	621_g	80.9	99	https://www.orthodb.org/v10?query=32865at5794	Mog1 protein, putative
33614at5794	Missing
34570at5794	Missing
