# BUSCO version is: 5.4.5 
# The lineage dataset is: apicomplexa_odb10 (Creation date: 2020-09-10, number of genomes: 54, number of BUSCOs: 446)
# Busco id	Status	Sequence	Score	Length	OrthoDB url	Description
21956at5794	Complete	1131_g	243.2	159	https://www.orthodb.org/v10?query=21956at5794	Proteasome subunit beta type
21963at5794	Complete	352_g	153.6	169	https://www.orthodb.org/v10?query=21963at5794	Ribosome assembly factor mrt4
22083at5794	Complete	268_g	261.4	160	https://www.orthodb.org/v10?query=22083at5794	TATA-box-binding protein
22116at5794	Complete	3462_g	171.7	190	https://www.orthodb.org/v10?query=22116at5794	Eukaryotic translation initiation factor 3 subunit G
22202at5794	Missing
22217at5794	Complete	2807_g	208.4	161	https://www.orthodb.org/v10?query=22217at5794	mRNA cleavage factor-like protein, putative
22257at5794	Complete	380_g	261.8	170	https://www.orthodb.org/v10?query=22257at5794	DNA-directed RNA polymerase II, putative
22305at5794	Missing
22346at5794	Missing
22440at5794	Missing
22503at5794	Complete	2504_g	236.9	218	https://www.orthodb.org/v10?query=22503at5794	Syntaxin, putative
22689at5794	Complete	1426_g	336.9	203	https://www.orthodb.org/v10?query=22689at5794	Ribosomal protein
22709at5794	Complete	1984_g	178.8	216	https://www.orthodb.org/v10?query=22709at5794	Ubiquitin-conjugating enzyme
22800at5794	Fragmented	4757_g	157.3	189	https://www.orthodb.org/v10?query=22800at5794	Cytosolic Fe-S cluster assembly factor NUBP1 homolog
22820at5794	Complete	1439_g	174.7	135	https://www.orthodb.org/v10?query=22820at5794	Vesicle-associated membrane protein
22835at5794	Complete	1604_g	270.6	200	https://www.orthodb.org/v10?query=22835at5794	Acetyltransferase domain-containing protein, putative
22891at5794	Complete	2262_g	542.8	522	https://www.orthodb.org/v10?query=22891at5794	RNA recognition motif domain
22904at5794	Complete	1872_g	252.5	157	https://www.orthodb.org/v10?query=22904at5794	Vacuolar protein sorting-associated protein 29
22905at5794	Missing
22915at5794	Complete	3479_g	307.1	215	https://www.orthodb.org/v10?query=22915at5794	Armadillo-domain containing rhoptry protein
22988at5794	Missing
23020at5794	Complete	949_g	176.6	152	https://www.orthodb.org/v10?query=23020at5794	60S ribosomal protein L6
23091at5794	Complete	4249_g	290.1	238	https://www.orthodb.org/v10?query=23091at5794	XPC-binding domain
23142at5794	Complete	3970_g	138.7	145	https://www.orthodb.org/v10?query=23142at5794	Pyridoxal phosphate homeostasis protein
23183at5794	Complete	1017_g	171.7	156	https://www.orthodb.org/v10?query=23183at5794	Thioredoxin, putative
23187at5794	Complete	1185_g	284.4	166	https://www.orthodb.org/v10?query=23187at5794	K homology domain superfamily, prokaryotic type
23355at5794	Complete	4681_g	336.6	207	https://www.orthodb.org/v10?query=23355at5794	Phosphoglycerate mutase
23425at5794	Fragmented	627_g	22.8	78	https://www.orthodb.org/v10?query=23425at5794	Trafficking protein particle complex subunit
23426at5794	Complete	2850_g	200.2	150	https://www.orthodb.org/v10?query=23426at5794	hypothetical protein, conserved
23475at5794	Missing
23514at5794	Complete	163_g	168.6	142	https://www.orthodb.org/v10?query=23514at5794	phosducin, putative
23515at5794	Complete	2138_g	284.6	298	https://www.orthodb.org/v10?query=23515at5794	Transcription elongation factor S-II
23873at5794	Complete	4063_g	196.2	154	https://www.orthodb.org/v10?query=23873at5794	Guanylate kinase
24023at5794	Complete	1177_g	134.2	138	https://www.orthodb.org/v10?query=24023at5794	60S ribosome subunit biogenesis protein NIP7 homolog
24024at5794	Complete	924_g	225.2	152	https://www.orthodb.org/v10?query=24024at5794	Ribosomal protein L18e/L15P
24078at5794	Missing
24161at5794	Complete	2163_g	208.4	171	https://www.orthodb.org/v10?query=24161at5794	60S ribosomal protein L13
24264at5794	Missing
24268at5794	Complete	1857_g	289.6	178	https://www.orthodb.org/v10?query=24268at5794	40S ribosomal protein S8
24292at5794	Missing
24395at5794	Missing
24506at5794	Missing
24670at5794	Missing
24759at5794	Complete	2070_g	226.1	176	https://www.orthodb.org/v10?query=24759at5794	tRNA (adenine(58)-N(1))-methyltransferase
24788at5794	Complete	1229_g	285.7	160	https://www.orthodb.org/v10?query=24788at5794	RNA-binding S4 domain
24890at5794	Complete	358_g	160.6	129	https://www.orthodb.org/v10?query=24890at5794	SKP1 component, dimerisation
24900at5794	Missing
25017at5794	Missing
25046at5794	Complete	1508_g	295.7	150	https://www.orthodb.org/v10?query=25046at5794	Eukaryotic translation initiation factor 5A
25055at5794	Complete	925_g	222.0	120	https://www.orthodb.org/v10?query=25055at5794	60S ribosomal protein L18a
25201at5794	Complete	1940_g	208.0	150	https://www.orthodb.org/v10?query=25201at5794	40S ribosomal protein S7
25213at5794	Missing
25322at5794	Complete	1849_g	378.3	284	https://www.orthodb.org/v10?query=25322at5794	Aspartic peptidase, DDI1-type
25452at5794	Complete	469_g	221.4	152	https://www.orthodb.org/v10?query=25452at5794	Ubiquitin-conjugating enzyme, putative
25455at5794	Complete	2789_g	172.4	141	https://www.orthodb.org/v10?query=25455at5794	Adenylate kinase isoenzyme 6 homolog
25523at5794	Complete	2844_g	148.6	128	https://www.orthodb.org/v10?query=25523at5794	Adenylate cyclase-associated CAP, C-terminal
25569at5794	Complete	219_g	201.6	141	https://www.orthodb.org/v10?query=25569at5794	Translationally controlled tumour protein
25624at5794	Missing
25724at5794	Complete	1108_g	290.8	243	https://www.orthodb.org/v10?query=25724at5794	DnaJ domain
25750at5794	Missing
25788at5794	Complete	124_g	290.9	160	https://www.orthodb.org/v10?query=25788at5794	RNA-binding S4 domain
25789at5794	Complete	1087_g	254.4	150	https://www.orthodb.org/v10?query=25789at5794	Ribosomal protein L6, alpha-beta domain
25853at5794	Complete	29_g	212.3	148	https://www.orthodb.org/v10?query=25853at5794	PUA domain
25859at5794	Complete	51_g	146.9	160	https://www.orthodb.org/v10?query=25859at5794	Emp24/gp25L/p24 family domain-containing, transmembrane protein, putative
25958at5794	Complete	1789_g	337.8	191	https://www.orthodb.org/v10?query=25958at5794	Uracil-DNA glycosylase
26001at5794	Complete	4101_g	185.4	145	https://www.orthodb.org/v10?query=26001at5794	Profilin
26139at5794	Missing
26161at5794	Complete	2999_g	274.4	218	https://www.orthodb.org/v10?query=26161at5794	Exosome complex component RRP4, putative
26277at5794	Complete	3551_g	238.6	133	https://www.orthodb.org/v10?query=26277at5794	Ribosomal protein S19e
26300at5794	Complete	3431_g	258.6	172	https://www.orthodb.org/v10?query=26300at5794	rRNA-processing protein FCF1, putative
26364at5794	Missing
26366at5794	Missing
26382at5794	Complete	3406_g	318.3	307	https://www.orthodb.org/v10?query=26382at5794	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
26459at5794	Missing
26665at5794	Missing
26728at5794	Complete	332_g	183.7	143	https://www.orthodb.org/v10?query=26728at5794	Leucine-rich repeat
26750at5794	Complete	1006_g	230.9	148	https://www.orthodb.org/v10?query=26750at5794	Signal peptidase I
26779at5794	Complete	2227_g	167.2	126	https://www.orthodb.org/v10?query=26779at5794	DNA-directed RNA polymerases I, II, and III subunit RPABC3
26893at5794	Complete	1630_g	253.0	133	https://www.orthodb.org/v10?query=26893at5794	Calmodulin
26922at5794	Missing
27009at5794	Fragmented	2340_g	42.0	62	https://www.orthodb.org/v10?query=27009at5794	Ribosomal RNA small subunit methyltransferase NEP1, putative
27114at5794	Complete	1001_g	209.2	117	https://www.orthodb.org/v10?query=27114at5794	60S ribosomal protein L23, putative
27160at5794	Complete	490_g	162.4	118	https://www.orthodb.org/v10?query=27160at5794	Vacuolar ATP synthase 22 kDa proteolipid subunit, putative
27184at5794	Complete	101_g	253.2	230	https://www.orthodb.org/v10?query=27184at5794	Methyltransferase
27220at5794	Complete	1054_g	304.1	345	https://www.orthodb.org/v10?query=27220at5794	Eukaryotic initiation factor-2B gamma subunit, putative
27281at5794	Complete	1353_g	158.8	207	https://www.orthodb.org/v10?query=27281at5794	Nuclear movement domain-containing protein, putative
27293at5794	Complete	1625_g	227.0	127	https://www.orthodb.org/v10?query=27293at5794	Mitochondrial import inner membrane translocase subunit tim17, putative
27360at5794	Missing
27384at5794	Complete	2401_g	243.5	124	https://www.orthodb.org/v10?query=27384at5794	Thioredoxin-like protein 4A
27388at5794	Complete	2164_g	210.0	128	https://www.orthodb.org/v10?query=27388at5794	Ribosomal protein S5 domain 2-type fold
27413at5794	Complete	4659_g	223.8	127	https://www.orthodb.org/v10?query=27413at5794	AP complex subunit sigma
27522at5794	Complete	49_g	224.1	134	https://www.orthodb.org/v10?query=27522at5794	Ubiquitin-conjugating enzyme
27590at5794	Complete	1819_g	152.3	105	https://www.orthodb.org/v10?query=27590at5794	Nuclear transport factor 2
27650at5794	Missing
27818at5794	Complete	596_g	149.1	114	https://www.orthodb.org/v10?query=27818at5794	Nascent polypeptide-associated complex alpha chain, putative
27931at5794	Missing
27960at5794	Missing
28228at5794	Complete	2092_g	226.5	125	https://www.orthodb.org/v10?query=28228at5794	Ribosomal protein S19
28230at5794	Missing
28413at5794	Complete	3817_g	184.6	111	https://www.orthodb.org/v10?query=28413at5794	Ribosomal protein L32e
28469at5794	Missing
28533at5794	Missing
28591at5794	Missing
28621at5794	Missing
28815at5794	Complete	631_g	195.7	120	https://www.orthodb.org/v10?query=28815at5794	Ribosomal protein L15
28878at5794	Complete	1504_g	218.7	121	https://www.orthodb.org/v10?query=28878at5794	Ubiquitin-conjugating enzyme E2, putative
29094at5794	Complete	1234_g	142.3	116	https://www.orthodb.org/v10?query=29094at5794	Ribosomal protein L27, putative
29301at5794	Complete	3054_g	166.2	93	https://www.orthodb.org/v10?query=29301at5794	Ribosomal protein S10, putative
29314at5794	Complete	1084_g	107.2	108	https://www.orthodb.org/v10?query=29314at5794	Ribosomal protein L23/L15e core domain superfamily
29354at5794	Missing
29369at5794	Complete	636_g	130.0	112	https://www.orthodb.org/v10?query=29369at5794	Histone H2A
29437at5794	Complete	4754_g	161.8	110	https://www.orthodb.org/v10?query=29437at5794	Multiprotein bridging factor type 1, putative
29462at5794	Complete	2022_g	559.2	440	https://www.orthodb.org/v10?query=29462at5794	WD40-repeat-containing domain
29541at5794	Complete	1865_g	113.8	99	https://www.orthodb.org/v10?query=29541at5794	Multifunctional methyltransferase subunit TRM112, putative
29618at5794	Complete	4716_g	170.4	109	https://www.orthodb.org/v10?query=29618at5794	Splicing factor, putative
29664at5794	Complete	4900_g	168.8	91	https://www.orthodb.org/v10?query=29664at5794	Translation initiation factor eIF-1A
29816at5794	Complete	3263_g	183.0	111	https://www.orthodb.org/v10?query=29816at5794	RNA polymerase Rpb4/RPC9, core
29885at5794	Complete	130_g	148.1	108	https://www.orthodb.org/v10?query=29885at5794	40S ribosomal protein S24
29908at5794	Complete	293_g	166.8	98	https://www.orthodb.org/v10?query=29908at5794	Ribosomal protein L31e
29916at5794	Complete	297_g	124.1	99	https://www.orthodb.org/v10?query=29916at5794	Actin depolymerizing factor, putative
30068at5794	Complete	2003_g	162.5	126	https://www.orthodb.org/v10?query=30068at5794	60S ribosomal protein L24, putative
30196at5794	Missing
30292at5794	Complete	2243_g	81.6	68	https://www.orthodb.org/v10?query=30292at5794	Chaperonin CPN10, mitochondrial, putative
30326at5794	Complete	540_g	152.0	135	https://www.orthodb.org/v10?query=30326at5794	Protein DJ-1
30416at5794	Missing
30605at5794	Missing
30772at5794	Missing
30944at5794	Missing
30973at5794	Missing
31115at5794	Complete	1557_g	86.2	72	https://www.orthodb.org/v10?query=31115at5794	U6 snRNA-associated Sm-like protein, putative
31238at5794	Complete	3718_g	135.6	86	https://www.orthodb.org/v10?query=31238at5794	Transcription elongation factor SPT4, putative
31317at5794	Complete	1663_g	142.1	108	https://www.orthodb.org/v10?query=31317at5794	60S ribosomal protein L14, putative
31454at5794	Missing
31507at5794	Complete	1914_g	140.3	112	https://www.orthodb.org/v10?query=31507at5794	Ribosomal protein S27a
31642at5794	Missing
31823at5794	Missing
31937at5794	Missing
31976at5794	Missing
32130at5794	Complete	541_g	183.2	127	https://www.orthodb.org/v10?query=32130at5794	Mitochondrial import inner membrane translocase subunit Tim17 domain-contraining protein, putative
32138at5794	Missing
32168at5794	Complete	474_g	125.0	71	https://www.orthodb.org/v10?query=32168at5794	Splicing factor subunit
32173at5794	Missing
32542at5794	Missing
32593at5794	Missing
32865at5794	Complete	878_g	109.7	104	https://www.orthodb.org/v10?query=32865at5794	Mog1 protein, putative
33614at5794	Missing
34570at5794	Complete	304_g	24.4	45	https://www.orthodb.org/v10?query=34570at5794	Zinc finger, DPH-type
